WBS;Capitulo;Subcapitulo;Actividad;Semana;BAC;PV;EV;AC;Comentario_Operativo;Comentario_Administrativo
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;1;51582;0;0;0;No iniciada;No iniciada
3.3.4;3. Suministros;3.3 Control;Banco Baterias;2;51582;0;0;0;No iniciada;No iniciada
3.3.4;3. Suministros;3.3 Control;Banco Baterias;3;51582;0;0;0;No iniciada;No iniciada
3.3.4;3. Suministros;3.3 Control;Banco Baterias;4;51582;0;0;0;No iniciada;No iniciada
3.3.4;3. Suministros;3.3 Control;Banco Baterias;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.4;3. Suministros;3.3 Control;Banco Baterias;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.5;3. Suministros;3.3 Control;Cargadores;1;51582;0;0;0;No iniciada;No iniciada
3.3.5;3. Suministros;3.3 Control;Cargadores;2;51582;0;0;0;No iniciada;No iniciada
3.3.5;3. Suministros;3.3 Control;Cargadores;3;51582;0;0;0;No iniciada;No iniciada
3.3.5;3. Suministros;3.3 Control;Cargadores;4;51582;0;0;0;No iniciada;No iniciada
3.3.5;3. Suministros;3.3 Control;Cargadores;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.5;3. Suministros;3.3 Control;Cargadores;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.5;3. Suministros;3.3 Control;Cargadores;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.5;3. Suministros;3.3 Control;Cargadores;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.5;3. Suministros;3.3 Control;Cargadores;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.5;3. Suministros;3.3 Control;Cargadores;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.5;3. Suministros;3.3 Control;Cargadores;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.6;3. Suministros;3.3 Control;SCADA;1;51582;0;0;0;No iniciada;No iniciada
3.3.6;3. Suministros;3.3 Control;SCADA;2;51582;0;0;0;No iniciada;No iniciada
3.3.6;3. Suministros;3.3 Control;SCADA;3;51582;0;0;0;No iniciada;No iniciada
3.3.6;3. Suministros;3.3 Control;SCADA;4;51582;0;0;0;No iniciada;No iniciada
3.3.6;3. Suministros;3.3 Control;SCADA;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.6;3. Suministros;3.3 Control;SCADA;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.6;3. Suministros;3.3 Control;SCADA;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.6;3. Suministros;3.3 Control;SCADA;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.6;3. Suministros;3.3 Control;SCADA;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.6;3. Suministros;3.3 Control;SCADA;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.6;3. Suministros;3.3 Control;SCADA;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.7;3. Suministros;3.3 Control;RTU;1;51582;0;0;0;No iniciada;No iniciada
3.3.7;3. Suministros;3.3 Control;RTU;2;51582;0;0;0;No iniciada;No iniciada
3.3.7;3. Suministros;3.3 Control;RTU;3;51582;0;0;0;No iniciada;No iniciada
3.3.7;3. Suministros;3.3 Control;RTU;4;51582;0;0;0;No iniciada;No iniciada
3.3.7;3. Suministros;3.3 Control;RTU;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.7;3. Suministros;3.3 Control;RTU;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.7;3. Suministros;3.3 Control;RTU;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.7;3. Suministros;3.3 Control;RTU;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.7;3. Suministros;3.3 Control;RTU;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.7;3. Suministros;3.3 Control;RTU;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.7;3. Suministros;3.3 Control;RTU;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.8;3. Suministros;3.3 Control;Medidores;1;51582;0;0;0;No iniciada;No iniciada
3.3.8;3. Suministros;3.3 Control;Medidores;2;51582;0;0;0;No iniciada;No iniciada
3.3.8;3. Suministros;3.3 Control;Medidores;3;51582;0;0;0;No iniciada;No iniciada
3.3.8;3. Suministros;3.3 Control;Medidores;4;51582;0;0;0;No iniciada;No iniciada
3.3.8;3. Suministros;3.3 Control;Medidores;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.8;3. Suministros;3.3 Control;Medidores;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.8;3. Suministros;3.3 Control;Medidores;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.8;3. Suministros;3.3 Control;Medidores;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.8;3. Suministros;3.3 Control;Medidores;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.8;3. Suministros;3.3 Control;Medidores;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.8;3. Suministros;3.3 Control;Medidores;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;1;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;2;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;3;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;4;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;5;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;6;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;7;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;8;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;9;34388;0;0;0;No iniciada;No iniciada
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;10;34388;955;811;854;Frente operativo.;Ejecucion conforme.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;11;34388;1910;1622;1708;Frente operativo.;Ejecucion conforme.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;12;34388;2865;2433;2562;Frente operativo.;Ejecucion conforme.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;13;34388;3820;3244;3416;Frente operativo.;Ejecucion conforme.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;14;34388;4775;4055;4270;Frente operativo.;Ejecucion conforme.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;15;34388;5730;4675;4923;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;16;34388;6685;5295;5576;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;17;34388;7640;5915;6229;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;18;34388;8595;6535;6882;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;19;34388;9550;7155;7535;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.4.1;3. Suministros;3.4 Misceláneos;Cable Cobre Malla;20;34388;10505;7775;8188;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;1;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;2;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;3;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;4;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;5;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;6;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;7;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;8;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;9;34388;0;0;0;No iniciada;No iniciada
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;10;34388;955;811;854;Frente operativo.;Ejecucion conforme.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;11;34388;1910;1622;1708;Frente operativo.;Ejecucion conforme.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;12;34388;2865;2433;2562;Frente operativo.;Ejecucion conforme.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;13;34388;3820;3244;3416;Frente operativo.;Ejecucion conforme.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;14;34388;4775;4055;4270;Frente operativo.;Ejecucion conforme.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;15;34388;5730;4675;4923;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;16;34388;6685;5295;5576;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;17;34388;7640;5915;6229;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;18;34388;8595;6535;6882;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;19;34388;9550;7155;7535;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.4.2;3. Suministros;3.4 Misceláneos;Cable XLPE;20;34388;10505;7775;8188;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;1;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;2;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;3;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;4;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;5;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;6;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;7;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;8;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;9;34388;0;0;0;No iniciada;No iniciada
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;10;34388;955;811;854;Frente operativo.;Ejecucion conforme.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;11;34388;1910;1622;1708;Frente operativo.;Ejecucion conforme.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;12;34388;2865;2433;2562;Frente operativo.;Ejecucion conforme.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;13;34388;3820;3244;3416;Frente operativo.;Ejecucion conforme.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;14;34388;4775;4055;4270;Frente operativo.;Ejecucion conforme.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;15;34388;5730;4675;4923;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;16;34388;6685;5295;5576;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;17;34388;7640;5915;6229;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;18;34388;8595;6535;6882;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;19;34388;9550;7155;7535;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.4.3;3. Suministros;3.4 Misceláneos;Cable Control;20;34388;10505;7775;8188;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;1;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;2;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;3;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;4;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;5;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;6;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;7;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;8;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;9;34388;0;0;0;No iniciada;No iniciada
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;10;34388;955;811;854;Frente operativo.;Ejecucion conforme.
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;11;34388;1910;1622;1708;Frente operativo.;Ejecucion conforme.
3.4.4;3. Suministros;3.4 Misceláneos;Conectores;12;34388;2865;2433;2562;Frente operativo.;Ejecucion conforme.
